batter,ERA_range,pitch_type_CH,pitch_type_CU,pitch_type_EP,pitch_type_FC,pitch_type_FF,pitch_type_FS,pitch_type_FT,pitch_type_IN,pitch_type_KC,pitch_type_KN,pitch_type_PO,pitch_type_RB,pitch_type_SC,pitch_type_SI,pitch_type_SL,pitch_type_UN,pitch_type_Unknown,velocity_Slow,velocity_Medium,velocity_Fast,velocity_Very Fast,ERA_Excellent,ERA_Good,ERA_Average,ERA_Poor,ERA_Very Poor
lopezir01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lopezja03,10,0,2,0,2,0,0,0,2,0,0,0,3,4,0,0,0,0,4,3,1,0,1,1,0,2,6
lopezni01,301,25,129,6,22,0,0,2,52,0,4,0,14,30,3,0,1,28,102,119,56,1,50,37,39,68,107
lopezot01,13,1,0,0,1,0,0,0,4,0,0,0,0,3,0,0,0,4,6,5,1,0,4,1,3,4,1
lopezpa01,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
lowebr01,280,25,77,5,28,0,0,0,45,0,6,0,15,34,15,0,0,45,132,85,35,1,27,21,22,57,153
lowejo01,180,16,55,4,21,0,0,0,20,0,3,0,4,26,2,0,0,34,86,53,24,0,13,16,17,35,99
lowena01,509,41,215,11,30,0,1,1,61,1,13,0,18,67,14,0,0,54,193,198,76,1,61,33,41,119,255
lowrije01,143,16,49,2,10,0,0,0,19,0,3,0,13,17,4,0,1,22,65,53,10,1,13,11,16,27,76
lucchjo01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
luciama01,10,2,6,0,0,0,0,0,3,0,0,0,8,1,0,0,0,1,4,3,3,0,1,0,0,3,6
lucrojo01,6,0,2,0,1,0,0,0,0,0,0,0,3,1,1,0,0,1,4,1,1,0,1,1,0,4,0
lukesna01,19,1,8,0,4,0,1,0,2,0,0,0,7,1,0,0,0,2,6,7,2,0,2,3,2,4,8
luplojo01,92,8,33,0,2,0,0,3,16,0,1,0,5,14,3,0,2,10,38,31,15,0,12,6,10,20,44
luxga01,214,21,73,6,10,0,0,1,40,0,2,0,6,31,2,0,0,29,82,85,35,0,33,19,14,39,109
lynnla01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
machadi01,4,1,2,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,2,0,0,0,2,0,0,2
machama01,486,39,122,10,26,0,0,0,111,0,9,0,13,103,12,0,2,54,223,152,80,1,43,38,43,103,259
machivi01,54,5,26,1,4,0,0,0,7,0,2,0,7,3,0,0,0,6,19,19,14,0,9,3,3,15,24
mackida01,7,1,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,3,2,0,1,0,2,1,3
madribl01,30,4,11,1,2,0,0,0,5,0,0,0,6,2,0,0,0,5,15,10,5,0,5,2,4,8,11
madrini01,182,13,65,2,13,1,0,1,40,0,4,0,22,28,3,0,2,11,75,64,27,1,31,25,17,39,70
maedake01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
maggidr01,8,2,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,4,4
mahlety01,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0
mailelu01,94,5,33,0,3,0,0,2,18,0,1,0,8,17,3,0,0,12,36,34,16,0,11,10,5,19,49
maldoma01,214,14,75,1,10,0,0,0,45,0,11,0,6,29,7,1,0,21,80,90,20,4,24,13,16,53,108
manaese01,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
mancitr01,330,28,103,4,18,0,0,0,59,0,9,0,17,65,6,0,0,38,145,108,47,0,31,31,26,75,167
marcatu01,89,7,37,1,2,0,1,1,13,0,0,0,10,11,1,0,1,14,36,26,21,0,10,14,4,20,41
marchra01,12,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,7,8,1,0,0,1,0,0,5,6
margoma01,290,33,89,2,18,0,0,1,46,0,6,0,16,53,6,0,2,35,135,94,36,2,32,37,26,59,136
marisja01,77,7,27,0,2,0,0,1,17,0,2,0,14,11,3,0,0,7,36,29,9,0,7,5,11,14,40
marloca01,21,0,8,0,1,0,0,0,4,0,2,0,2,2,0,0,0,4,9,7,3,1,2,1,2,5,11
marmojo01,19,5,4,1,1,0,0,0,4,0,0,0,3,0,1,0,1,2,11,5,2,0,1,1,2,3,12
marquge01,14,3,5,0,0,0,0,0,1,0,1,0,0,2,0,0,1,1,8,6,0,0,1,0,1,6,6
marrede01,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,1,2,0,0,0
marshbr02,308,33,102,12,20,0,1,2,48,0,4,0,14,36,4,0,1,45,133,115,36,1,40,24,18,66,160
marteke01,428,26,153,11,24,0,0,0,76,0,6,0,6,55,13,0,1,63,171,166,64,1,33,40,33,108,214
martelu02,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1
marteno01,36,5,9,2,0,0,0,0,10,0,2,0,4,5,0,0,0,3,15,9,7,1,4,4,4,5,19
martest01,388,32,111,3,18,0,1,0,95,0,14,0,3,65,9,0,1,39,155,165,36,3,51,34,36,72,195
martica04,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
martico02,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
martija03,30,3,16,1,2,0,0,0,2,0,0,0,9,2,0,0,0,4,9,14,5,0,2,3,2,10,13
martijd02,444,32,135,4,34,0,0,1,93,0,13,0,21,81,6,0,1,44,196,142,70,0,35,23,38,82,266
martijp01,9,0,4,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,2,5,2,0,1,0,2,2,4
martile01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martini02,33,4,12,1,3,0,0,0,5,0,1,0,5,5,0,0,0,2,11,14,5,0,3,1,4,9,16
martiri01,33,5,9,1,2,0,0,0,5,0,0,0,5,7,0,0,0,4,16,11,4,0,8,2,4,7,12
massemi02,145,17,51,7,8,0,0,0,17,0,2,0,3,15,6,0,0,22,65,50,23,0,10,8,7,22,98
mastrmi01,38,3,18,0,1,0,0,0,8,0,2,0,15,4,0,0,0,4,11,17,8,0,7,4,1,6,20
mateojo01,233,16,54,2,24,0,0,1,43,0,9,0,28,55,6,0,1,22,118,71,20,0,28,27,13,45,120
mathije01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
mathima01,38,2,11,0,1,0,0,0,10,0,2,0,2,5,1,0,0,6,16,17,3,0,4,4,4,8,18
mathiwy01,8,0,4,0,0,0,0,0,2,0,0,0,4,1,1,0,0,0,2,5,0,0,0,0,1,1,6
matijjj01,17,1,5,0,0,0,0,1,5,0,0,0,2,2,1,0,0,2,6,8,2,0,4,5,1,2,5
matonni01,106,7,43,4,4,0,1,0,17,0,1,0,1,12,5,0,0,12,40,34,25,0,13,10,8,19,56
matoslu02,57,6,18,2,2,0,0,0,12,0,2,0,5,8,0,0,0,11,29,18,7,0,12,4,4,5,32
mauriro01,26,2,8,0,2,0,0,0,2,0,1,0,0,3,0,0,0,8,13,6,5,0,1,4,1,8,12
maybica01,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0
mayfija01,76,6,24,0,2,0,0,0,16,0,3,0,6,14,0,0,0,11,28,33,10,1,14,8,4,18,32
mazarno01,85,5,29,5,6,0,0,0,12,0,0,0,9,11,3,0,3,11,34,35,8,1,10,5,10,21,39
mazeipa01,30,1,14,0,0,0,0,0,3,0,1,0,3,3,1,0,0,7,10,13,5,0,2,3,5,6,14
mcbrory01,4,0,3,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,1,1,0,0,1,3,0,0
mccanja02,177,10,56,1,12,0,0,0,43,0,4,0,4,30,4,0,0,17,74,68,24,1,19,23,10,26,99
mccarja02,184,13,53,5,15,0,0,1,32,1,5,0,7,29,7,0,0,24,83,64,24,0,26,26,15,47,70
mccarjo04,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccorch01,300,21,93,3,14,0,0,4,65,0,9,0,10,47,3,1,3,37,125,114,44,2,37,27,26,67,143
mccoyma01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccutan01,343,19,118,1,26,0,0,2,88,0,7,0,7,48,4,0,1,31,123,126,64,1,32,30,43,63,175
mcdonmi01,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcguire01,174,14,63,8,8,0,0,0,29,0,3,0,5,16,3,0,1,29,70,64,28,0,22,26,18,36,72
mckenry01,103,8,29,0,12,0,0,0,19,0,6,0,9,21,3,0,0,5,43,34,13,0,15,11,9,24,44
mckentr01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
mckinbi01,89,7,35,1,6,0,0,0,14,0,0,0,18,14,0,0,0,12,30,35,16,0,10,7,9,17,46
mckinza01,181,18,69,4,8,0,0,0,25,0,4,0,9,27,3,0,0,23,75,72,26,1,13,13,17,45,93
mclaima01,106,6,27,3,5,0,0,0,33,0,6,0,2,17,2,0,0,7,42,40,18,1,8,11,15,21,51
mcmahry01,423,35,133,20,32,0,0,1,69,0,7,0,11,62,7,0,1,60,192,147,54,2,42,33,31,89,228
mcneije01,440,33,132,18,27,1,0,1,94,0,9,0,3,54,13,0,1,59,182,153,63,2,67,49,30,108,186
meadcu01,26,2,6,1,2,0,0,0,4,0,1,0,6,6,0,0,0,4,15,7,2,0,3,2,3,8,10
meadoau01,166,13,62,3,11,0,0,0,31,0,3,0,7,24,3,0,0,18,61,55,43,0,14,13,10,38,91
meadopa01,45,3,16,2,1,0,0,0,9,0,1,0,2,6,0,0,0,7,19,19,7,0,6,1,0,13,25
meansjo01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
mecklwa01,13,2,7,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,4,5,4,0,2,0,2,2,7
megilty01,6,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,1,1,2
mejiaer01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mejiafr01,179,15,50,3,18,1,0,2,26,0,3,0,9,27,3,0,1,30,80,50,24,1,23,19,18,39,80
mejiahu01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
melenmj01,230,26,79,6,9,0,0,0,37,0,10,0,11,25,8,0,0,32,100,78,40,1,21,15,17,59,118
mendida01,79,6,29,2,5,0,0,1,12,0,0,0,14,14,3,0,0,7,36,24,11,0,12,7,8,23,29
menesjo01,247,19,71,2,12,0,0,0,63,0,13,0,8,40,6,0,0,21,97,91,46,0,26,31,20,59,111
mercaos01,87,4,32,1,1,0,0,0,20,0,3,0,11,15,2,0,0,9,32,36,13,0,8,13,5,22,39
mercejo03,31,0,11,0,1,0,0,1,4,0,1,0,4,8,0,0,0,5,15,10,4,0,3,2,5,9,12
merceye01,85,10,20,2,7,0,1,0,16,0,1,0,8,12,3,0,0,13,41,26,8,0,10,5,7,12,51
merrija01,5,0,2,1,0,0,0,0,0,0,0,0,6,0,0,0,0,2,3,1,1,0,1,0,0,1,3
merriwh01,474,46,174,8,16,1,1,0,92,0,15,0,19,80,6,0,0,36,185,177,86,2,69,47,45,107,206
mervima01,15,2,4,1,0,0,0,0,1,0,0,0,6,3,0,0,0,4,8,6,1,0,0,0,1,3,11
meyerja02,148,9,50,1,8,0,0,1,35,0,7,0,5,22,1,0,0,15,55,53,27,1,25,14,10,31,68
mileywa01,10,1,3,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,6,3,1,0,0,3,0,4,3
milladr01,8,1,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,1,0,1,1,2,1,3
millebr02,137,9,45,4,9,0,1,1,20,0,3,0,15,19,2,1,2,21,59,44,22,0,16,16,9,26,70
millebr03,10,0,8,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,7,2,0,2,2,0,6,0
milleia01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milleow01,219,18,73,4,10,0,1,0,45,0,2,0,32,39,2,0,0,26,100,75,33,2,24,20,20,50,105
millsal02,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
miranjo01,158,11,42,2,13,0,1,2,35,0,7,0,6,31,2,0,0,12,65,59,18,0,14,11,14,43,76
mitchca01,51,3,19,1,2,0,0,0,8,0,1,0,0,9,4,0,0,4,19,15,12,0,5,6,1,16,23
mitchga01,35,4,10,1,6,0,0,0,4,0,1,0,14,4,0,0,0,7,16,9,5,1,5,7,0,7,16
molinya01,175,6,60,0,11,1,0,0,34,0,3,0,3,41,1,0,1,17,80,65,22,0,10,12,14,46,93
monasan01,73,11,17,2,3,0,0,0,19,0,4,0,6,9,3,0,0,5,31,29,10,0,7,10,4,13,39
moncayo01,315,27,98,7,29,0,2,1,45,0,6,0,14,36,12,0,0,54,139,112,33,2,32,25,21,66,171
mondera02,38,6,16,1,5,0,0,0,5,0,1,0,10,2,0,0,0,2,14,15,6,0,4,4,5,7,18
mondona01,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moniami01,125,6,43,9,15,0,0,0,14,0,3,0,8,11,1,0,0,23,56,39,21,0,12,11,12,19,71
monteco01,14,2,3,0,1,0,0,0,2,0,0,0,6,4,0,0,0,2,7,3,2,0,1,2,2,2,7
monteel01,123,15,35,0,9,0,0,0,17,0,4,0,11,30,0,0,1,12,58,44,13,1,14,11,15,33,50
mooredy01,141,9,48,3,5,1,0,0,31,0,3,0,18,15,5,0,1,20,58,56,17,0,9,17,8,35,72
moranco01,114,11,38,2,12,0,0,0,16,0,1,0,6,21,0,0,1,14,55,36,13,0,11,5,6,33,59
morelch01,188,17,42,2,15,0,0,3,48,0,6,0,12,43,1,0,0,13,87,67,19,2,17,17,12,30,112
morelmi01,52,5,16,5,2,0,0,0,7,0,0,0,3,5,3,0,0,9,21,19,7,0,6,4,7,9,26
morenga01,143,9,41,1,7,0,0,0,29,0,4,0,0,29,5,0,0,18,61,52,20,1,25,6,16,29,67
morofma01,3,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,3
mortoch02,7,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,2,1,4
motteta01,23,1,6,0,1,0,0,0,7,0,1,0,1,4,0,0,0,3,8,10,1,0,1,2,1,6,13
mountry01,398,38,109,3,39,0,0,0,62,0,11,0,22,87,4,0,3,44,195,119,52,1,42,37,16,80,223
moustmi01,178,15,57,5,10,0,0,0,33,0,6,0,24,26,3,0,1,22,65,64,36,1,12,16,13,39,98
mulleky01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
mullice01,434,32,141,10,33,0,0,0,76,0,8,0,8,54,14,0,2,64,177,145,67,1,54,46,34,99,201
muncyma01,342,29,101,10,25,0,0,1,51,0,5,0,12,60,3,0,1,57,157,127,40,1,28,18,21,70,205
munozya01,17,2,3,0,4,0,0,0,4,0,0,0,0,3,0,0,0,1,9,4,1,0,3,3,1,2,8
murphse01,315,20,102,2,21,0,0,1,58,0,12,0,30,61,7,0,0,31,129,102,51,0,24,22,22,57,190
murphto04,112,10,37,2,7,0,0,1,18,0,2,0,14,23,0,0,0,14,55,43,10,0,5,9,13,28,57
musgrjo01,7,1,3,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,2,4,0,0,2,3,1,0,1
muzzisi01,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,2,1
myersda01,26,1,4,0,4,0,0,0,5,0,2,0,2,3,2,0,0,5,17,6,2,0,1,2,2,6,15
myerswi01,208,8,78,1,9,0,0,1,51,0,1,0,19,36,4,0,1,18,67,88,34,2,27,21,27,35,98
naquity01,183,14,59,2,18,0,0,0,25,0,2,0,21,25,6,0,0,32,85,56,22,1,14,22,10,41,96
narvaom01,196,13,79,3,17,1,0,0,24,0,0,0,11,26,2,0,0,31,83,75,24,0,22,18,15,42,99
navarbr01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naylobo01,48,2,14,1,2,0,0,0,9,0,1,0,5,10,0,0,0,9,19,24,3,0,8,0,2,12,26
naylojo01,327,27,126,6,20,0,0,0,45,0,7,0,21,45,8,0,2,42,142,106,59,0,39,24,28,64,172
netoza01,73,9,26,1,5,0,0,0,16,0,1,0,5,9,1,0,1,4,26,22,21,1,8,6,3,14,42
neusesh01,69,5,21,1,4,0,0,1,9,0,3,0,14,14,2,0,0,9,30,22,6,0,15,3,7,15,29
nevinty01,61,4,18,2,5,0,0,0,11,0,1,0,13,8,1,0,0,11,30,16,9,0,9,5,5,14,28
newmake01,277,23,87,1,14,0,1,2,69,0,11,0,7,37,3,0,1,28,106,113,31,1,33,34,26,63,121
nidoto01,126,9,36,0,8,0,0,0,36,0,1,0,3,24,2,0,0,10,49,45,22,0,14,10,10,26,66
nimmobr01,438,35,143,8,25,0,0,0,84,0,12,0,1,65,18,0,2,46,183,149,77,2,54,49,32,116,187
nodary01,102,4,51,2,6,0,0,0,9,0,4,0,7,11,2,0,1,12,33,38,22,1,9,9,10,19,55
nogowjo01,35,2,8,0,0,0,0,1,10,0,0,0,5,8,1,0,0,5,15,15,2,0,1,2,0,12,20
nolaaa01,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,1,1,4,0
nolaau01,163,5,57,0,8,0,0,0,43,0,1,0,8,30,2,0,0,17,65,68,20,0,15,13,18,45,72
nollja01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
nootbla01,208,25,80,5,10,0,0,2,34,0,1,0,2,17,2,0,0,32,78,93,25,2,23,21,10,49,105
nottija01,7,1,1,0,1,0,0,0,0,0,0,0,7,2,0,0,1,1,5,1,0,0,2,0,1,1,3
nunezdo01,60,4,28,0,5,0,0,0,7,0,1,0,5,7,1,0,0,7,19,28,9,0,7,5,6,17,25
nunezre01,15,1,6,0,0,0,0,0,1,0,1,0,0,4,0,0,0,2,6,4,3,1,2,2,5,2,4
oberba01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
odomjo01,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,1
odorro01,183,17,60,5,11,0,1,0,38,0,2,0,11,24,8,0,0,17,72,67,32,0,24,17,6,36,100
ogradbr01,8,0,4,0,1,0,0,0,2,0,0,0,7,1,0,0,0,0,2,3,2,0,2,1,0,2,3
ohearry01,197,22,75,7,11,0,0,0,23,0,3,0,19,24,8,0,0,24,83,66,39,2,24,18,15,43,97
ohopplo01,57,5,17,1,2,0,0,0,16,0,5,0,4,5,1,0,0,5,17,27,9,0,5,3,4,13,32
ohtansh01,462,44,146,14,33,0,0,1,55,0,15,0,14,67,13,0,2,72,230,144,57,2,44,26,25,75,292
okeefbr01,6,0,1,0,1,0,0,0,0,0,1,0,4,1,0,0,0,2,3,0,1,0,0,1,1,3,1
okeych01,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1
olivaed02,173,10,51,3,12,0,0,0,34,0,10,0,17,34,2,0,0,19,82,52,26,0,15,13,10,41,94
olivaja01,10,1,4,0,1,0,0,0,1,0,0,0,1,2,0,0,0,1,4,4,0,0,3,2,0,2,3
olsonma02,487,42,181,12,32,0,0,1,75,0,12,0,30,61,8,0,2,61,193,181,75,3,37,42,34,93,281
oneilty01,287,20,88,5,18,0,0,0,69,0,8,0,4,45,5,0,0,29,121,99,42,2,28,16,17,58,168
orneljo01,2,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,1,0,1,0,0,0,1,0,1,0
ortegra01,191,8,66,7,12,0,0,1,36,0,2,0,13,28,2,0,1,28,76,60,36,2,19,18,13,44,97
ortizjo06,8,3,6,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,3,2,0,2,1,0,2,3
outmaja01,132,12,35,4,8,0,1,0,23,0,5,0,10,20,1,0,0,23,64,38,20,0,14,10,7,27,74
overtco01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
oviedjo01,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,1,0
owenhu01,4,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,1,0,0,0,0,2,2
owingch01,32,1,11,1,1,0,0,0,5,0,0,0,6,5,2,0,0,6,17,13,1,0,5,3,1,7,16
ozunama01,298,23,89,5,12,0,1,3,69,0,8,0,22,55,8,0,0,25,117,113,48,0,13,12,18,64,191
pachecr01,74,6,22,0,6,0,0,0,14,0,4,0,14,14,0,0,1,8,31,24,7,0,7,6,7,19,35
paddach01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
padloke01,6,0,2,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,2,2,2,0,0,0,1,3,2
palacje01,12,1,4,0,2,0,1,0,2,0,0,0,1,2,0,0,0,0,3,4,2,0,2,1,1,0,8
palacjo01,85,6,30,2,6,0,0,1,12,0,3,0,1,13,1,0,0,11,36,29,16,0,12,7,1,19,46
palacri01,55,4,19,1,5,0,0,0,8,0,1,0,10,6,1,0,0,10,26,16,9,0,12,4,5,10,24
palkada01,5,0,2,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,1,0,1,0,1,0,3
panikjo01,55,3,26,1,3,0,0,0,10,0,0,0,0,7,1,0,1,3,19,20,14,0,6,7,4,8,30
papiemi01,14,2,4,0,1,0,0,0,2,0,0,0,4,1,0,0,0,4,9,4,1,0,2,0,0,4,8
paredis01,219,18,81,2,9,0,0,0,38,0,10,0,1,33,2,0,0,26,83,80,43,0,27,21,17,47,107
parisky01,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,1,2
parkho01,48,6,22,1,4,0,1,0,8,0,0,0,10,4,0,0,0,2,19,23,4,0,8,2,6,16,16
parrage01,26,1,14,1,3,0,0,0,2,0,0,0,5,4,0,0,0,1,6,12,5,0,1,2,5,6,12
pasquvi01,135,12,43,8,8,0,0,0,19,0,6,0,11,15,5,0,1,20,69,42,16,1,12,8,13,28,74
paulegr01,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,1
paynety01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paytoma01,7,1,2,0,0,0,0,0,0,0,0,0,10,2,1,0,0,1,4,3,0,0,0,0,1,1,5
peacoma01,4,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,2,0,0,0,2
pederjo01,308,28,102,9,20,0,1,1,49,0,4,0,11,44,6,0,2,42,123,115,51,1,40,25,18,59,166
pegueli01,49,2,17,2,2,0,0,0,12,0,1,0,3,4,2,0,0,8,19,18,11,0,4,7,5,7,26
penafr01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penaje02,326,29,94,4,22,0,0,4,58,0,18,0,17,65,6,0,0,26,146,104,49,2,32,37,30,78,149
peralda01,353,32,127,11,20,0,0,1,59,0,7,0,12,37,8,0,0,51,147,123,64,2,37,30,30,84,172
peralfr01,4,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,3
perazjo01,36,3,12,0,1,0,0,0,8,0,2,0,2,8,1,0,0,1,15,14,5,0,5,6,5,7,13
perazos02,51,5,11,0,1,0,0,0,9,0,7,0,2,12,1,0,0,5,30,11,9,0,8,5,5,8,25
perdoge01,220,25,82,11,11,0,0,1,38,0,2,0,6,19,0,0,2,31,83,93,36,0,26,31,21,38,104
pereiev01,15,2,5,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,8,1,0,1,2,1,1,10
perezca02,43,1,13,0,1,0,0,0,7,0,1,0,9,9,1,0,0,10,19,17,4,0,2,3,3,7,28
perezca03,15,0,4,1,1,0,0,0,6,0,1,0,1,2,0,0,0,0,4,7,2,1,2,2,1,2,8
perezhe01,5,1,2,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,1,2,1,0,0,1,0,2,2
perezjo02,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perezmi03,57,8,29,1,2,0,0,0,6,0,0,0,4,5,1,0,0,6,21,22,11,0,2,3,5,17,30
perezro02,45,2,21,0,1,0,0,0,10,0,0,0,6,5,2,0,0,4,12,23,8,0,3,4,1,9,28
perezsa02,422,27,133,8,17,1,0,0,80,1,17,0,21,89,9,0,0,41,193,143,61,0,29,28,27,80,258
perkibl01,33,0,10,0,4,0,0,0,4,0,0,0,5,7,0,0,0,12,15,9,4,0,6,4,2,7,14
peterda01,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1
peterdj01,45,5,18,1,1,0,0,0,4,0,1,0,3,13,0,0,0,3,20,18,3,0,7,3,4,6,25
peterdu01,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1
peterja01,215,19,73,4,11,0,1,0,34,0,4,0,16,34,3,0,0,32,92,75,34,0,26,26,15,41,107
phamth01,367,25,127,5,16,0,0,0,96,1,9,0,16,55,3,0,0,32,134,150,62,2,29,35,27,80,196
phillbr02,95,7,34,2,4,0,0,0,23,0,0,0,7,10,2,0,0,13,28,38,20,2,9,11,9,19,47
pillake01,129,12,42,0,7,1,0,1,30,0,0,0,7,19,0,0,0,17,59,51,12,0,9,17,9,32,62
pinama01,38,3,13,0,2,0,0,1,11,0,0,0,5,7,0,0,0,3,18,11,7,0,5,1,5,8,19
pindech01,139,12,41,1,12,0,0,1,27,0,4,0,21,17,1,0,0,23,74,40,11,0,7,14,13,25,80
pinedis01,2,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,1,0,0,0,1,0,1,0
pintore02,49,5,12,0,2,0,0,0,13,0,1,0,7,11,1,0,0,4,23,20,4,0,5,5,6,6,27
piscost01,62,3,14,1,5,0,0,0,9,0,3,0,11,15,2,0,0,10,34,15,5,0,5,2,2,13,40
plaweke01,86,10,34,1,5,0,0,1,11,0,3,0,10,16,0,0,0,5,38,31,9,1,12,8,6,18,42
plummni01,4,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,3,1
polangr01,72,5,22,5,5,0,0,0,14,0,0,0,1,15,2,0,0,5,35,25,7,0,8,5,6,12,41
